controller,scenario,seed,waterLevelMAE,bandViolationRate,safetyViolationCount,totalIrrigationMm,switchCount,meanDecisionTimeMs,mpcFallbackCount
rule,actuator_delay,6,9.31621518386411,0,0,38.1291278451168,2,0.000539930555555555,0
mpc,actuator_delay,6,1.10118367281659,0,0,33.2380330603252,1,0.3572578125,0
rule,actuator_delay,7,9.07587779945858,0,0,37.9712237601106,2,0.000532552083333333,0
mpc,actuator_delay,7,1.68193207574257,0,0,37.4138591813321,1,0.351095052083333,0
rule,actuator_delay,8,6.19902143813138,0,0,31.6196476583038,2,0.000507378472222222,0
mpc,actuator_delay,8,1.4712981341431,0,0,37.2350879834592,1,0.348973958333333,0
rule,actuator_delay,9,8.11298871539982,0,0,37.043033979103,2,0.000538194444444444,0
mpc,actuator_delay,9,1.42132924106829,0,0,41.6123876960602,1,0.358494357638889,0
rule,actuator_delay,10,7.55310646583914,0,0,35.0851950489826,2,0.00114019097222222,0
mpc,actuator_delay,10,1.45280390147311,0,0,37.0830643087133,1,0.445515625,0
rule,actuator_delay,11,7.53514156926403,0,0,34.9858783549681,2,0.000565972222222222,0
mpc,actuator_delay,11,1.57857925393532,0,0,36.7897288686776,1,0.739721354166667,0
rule,actuator_delay,12,9.2876304105552,0,0,38.6957552776171,2,0.000623697916666666,0
mpc,actuator_delay,12,1.272568536279,0,0,34.0095081880317,1,0.478605034722222,0
rule,actuator_delay,13,7.26950423208882,0,0,35.5403624187016,2,0.000520833333333333,0
mpc,actuator_delay,13,0.847004527330339,0,0,38.6486514315446,1,0.410598090277778,0
rule,actuator_delay,14,7.05124351342194,0,0,35.9604413444657,2,0.000546875,0
mpc,actuator_delay,14,1.26889086422929,0,0,40.8069163406905,1,0.592408420138889,0
rule,actuator_delay,15,7.33108075502333,0,0,39.1592334698185,2,0.000744791666666667,0
mpc,actuator_delay,15,1.15457929361411,0,0,44.855182056568,1,0.375716145833333,0
rule,actuator_delay,16,10.5720050712772,0,0,41.6633590791724,2,0.000526041666666667,0
mpc,actuator_delay,16,2.17506180916966,0,0,37.2709059571471,1,0.376102864583333,0
rule,actuator_delay,17,8.15113429549399,0,0,37.3766920484287,2,0.000510416666666667,0
mpc,actuator_delay,17,1.48827637383644,0,0,37.8172249882027,1,0.419082899305556,0
rule,actuator_delay,18,9.47413309728634,0,0,41.3918385737551,2,0.000763020833333333,0
mpc,actuator_delay,18,1.97637443926685,0,0,39.8453371949661,1,0.41741796875,0
rule,actuator_delay,19,9.35482646729797,0,0,35.904043368878,2,0.000519965277777778,0
mpc,actuator_delay,19,1.09017565663322,0,0,35.7406441699496,1,0.423312934027778,0
rule,actuator_delay,20,7.15467961972868,0,0,35.2805384018954,2,0.000538628472222222,0
mpc,actuator_delay,20,1.92416809156229,0,0,42.8699732330261,1,0.398019965277778,0
rule,actuator_delay,21,7.20176094007072,0,0,30.9288766002773,2,0.000656684027777778,0
mpc,actuator_delay,21,1.75933223980757,0,0,36.7309781387378,1,0.40801171875,0
rule,actuator_delay,22,10.0023073397951,0,0,41.5843247807978,2,0.000961371527777778,0
mpc,actuator_delay,22,2.18052814241132,0,0,36.3113578417899,1,0.386982638888889,0
rule,actuator_delay,23,7.54040953377367,0,0,34.9355818559866,2,0.000537760416666667,0
mpc,actuator_delay,23,1.35648665039489,0,0,39.9903593973828,1,0.363663194444444,0
rule,actuator_delay,24,10.3497465898168,0.03125,0,40.4156491349779,2,0.000507378472222222,0
mpc,actuator_delay,24,1.31936488471047,0,0,33.6293910832952,1,0.376980034722222,0
rule,actuator_delay,25,9.43253376080508,0,0,38.7486989615969,2,0.000577690972222222,0
mpc,actuator_delay,25,1.45786976645699,0,0,35.5787606584144,1,0.377372395833333,0
rule,actuator_delay,26,8.55978514634451,0,0,36.816578257439,2,0.000697916666666667,0
mpc,actuator_delay,26,1.47580190143562,0,0,35.8080197830793,1,0.412599826388889,0
rule,actuator_delay,27,8.60256433153857,0,0,35.8233003143832,2,0.000653211805555556,0
mpc,actuator_delay,27,1.8595020548646,0,0,37.9636640635331,1,0.398802951388889,0
rule,actuator_delay,28,8.35059171386617,0,0,36.3109517531138,2,0.000515190972222222,0
mpc,actuator_delay,28,1.63238742844405,0,0,34.5094736186548,1,0.406605034722222,0
rule,actuator_delay,29,7.93883713191244,0,0,35.200215208985,2,0.000524305555555556,0
mpc,actuator_delay,29,1.26204375757551,0,0,34.0383251181147,1,0.367303819444444,0
rule,actuator_delay,30,8.3496813904083,0,0,39.737265587205,2,0.000867621527777778,0
mpc,actuator_delay,30,2.13142555104003,0,0,39.9913325865057,1,0.407111111111111,0
