rowType,controller,scenario,metric,n,mean,std,min,max,positiveRatio,improvementRatio,lowerIsBetter
paired_delta,mpc_vs_rule,dry,delta_meanDecisionTimeMs,30,0.404951663773148,0.0778760674963458,0.345723958333333,0.667086371527778,1,0,1
paired_delta,mpc_vs_rule,dry,delta_mpcFallbackCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_waterLevelMAE,30,0.0515175756307984,2.25134580145047,-5.30631232160524,5.02997711645575,0.766666666666667,0.233333333333333,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_bandViolationRate,30,0.0253472222222222,0.0762862315255536,0,0.354166666666667,0.2,0,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_safetyViolationCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_totalIrrigationMm,30,2.41084849478167,4.16591262119941,-5.77981453385985,13.740075507527,0.866666666666667,0.133333333333333,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_switchCount,30,0.733333333333333,0.691491807283521,-1,1,0.866666666666667,0.133333333333333,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_meanDecisionTimeMs,30,0.367421455439815,0.0132112865619337,0.347493489583333,0.395703559027778,1,0,1
paired_delta,mpc_vs_rule,intermittent_rain,delta_mpcFallbackCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,heavy_rain,delta_waterLevelMAE,30,-0.170308157443261,2.6916257671728,-11.0163492406666,3.47502714623499,0.733333333333333,0.266666666666667,1
paired_delta,mpc_vs_rule,heavy_rain,delta_bandViolationRate,30,0.0128472222222222,0.0750001662939834,-0.270833333333333,0.21875,0.233333333333333,0.0666666666666667,1
paired_delta,mpc_vs_rule,heavy_rain,delta_safetyViolationCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,heavy_rain,delta_totalIrrigationMm,30,0.9800083497993,4.50999620922212,-16.7544022357085,8.47497480910993,0.833333333333333,0.166666666666667,1
paired_delta,mpc_vs_rule,heavy_rain,delta_switchCount,30,1.1,1.53914441078197,-1,5,0.766666666666667,0.233333333333333,1
paired_delta,mpc_vs_rule,heavy_rain,delta_meanDecisionTimeMs,30,0.366710778356482,0.021626504432417,0.316338541666667,0.418298177083333,1,0,1
paired_delta,mpc_vs_rule,heavy_rain,delta_mpcFallbackCount,30,6.13333333333333,11.5093165659865,0,42,0.266666666666667,0,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_waterLevelMAE,30,-3.92427844765954,0.857170438504178,-5.61061803917266,-2.3609109592646,0,1,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_bandViolationRate,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_safetyViolationCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_totalIrrigationMm,30,9.19015318184865,2.46726614716646,3.13201887719413,12.2987571348894,1,0,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_switchCount,30,-1.03333333333333,0.182574185835055,-2,-1,0,1,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_meanDecisionTimeMs,30,0.362287210648148,0.00870094752190858,0.347844184027778,0.383228298611111,1,0,1
paired_delta,mpc_vs_rule,infiltration_shift,delta_mpcFallbackCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,sensor_noise,delta_waterLevelMAE,30,1.28377762764931,1.43071050748798,-2.82244547925343,3.53000332305903,0.8,0.2,1
paired_delta,mpc_vs_rule,sensor_noise,delta_bandViolationRate,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,sensor_noise,delta_safetyViolationCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,sensor_noise,delta_totalIrrigationMm,30,8.38004532913989,5.13128520538153,-1.58585928297986,15.5442107227754,0.9,0.1,1
paired_delta,mpc_vs_rule,sensor_noise,delta_switchCount,30,-3.16666666666667,0.833907847936794,-5,-1,0,1,1
paired_delta,mpc_vs_rule,sensor_noise,delta_meanDecisionTimeMs,30,0.361139858217593,0.00906698462515257,0.347592013888889,0.379799913194444,1,0,1
paired_delta,mpc_vs_rule,sensor_noise,delta_mpcFallbackCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,actuator_delay,delta_waterLevelMAE,30,-6.91074065370321,1.16629504650315,-9.62356703828822,-4.72772330398828,0,1,1
paired_delta,mpc_vs_rule,actuator_delay,delta_bandViolationRate,30,-0.00555555555555555,0.0251809384566602,-0.135416666666667,0,0,0.0666666666666667,1
paired_delta,mpc_vs_rule,actuator_delay,delta_safetyViolationCount,30,0,0,0,0,0,0,1
paired_delta,mpc_vs_rule,actuator_delay,delta_totalIrrigationMm,30,0.929749670443745,4.15249799396217,-6.78625805168273,9.67889290326539,0.533333333333333,0.466666666666667,1
paired_delta,mpc_vs_rule,actuator_delay,delta_switchCount,30,-1,0,-1,-1,0,1,1
paired_delta,mpc_vs_rule,actuator_delay,delta_meanDecisionTimeMs,30,0.405460460069444,0.079629040801475,0.348466579861111,0.739155381944444,1,0,1
paired_delta,mpc_vs_rule,actuator_delay,delta_mpcFallbackCount,30,0,0,0,0,0,0,1
