Episode,EpisodeReward,EpisodeSteps,AverageReward,GlobalStepCount
1,-345.714950013605,96,-345.714950013605,96
2,-56.3498168111506,96,-56.3498168111506,192
3,-61.8274322925169,96,-61.8274322925169,288
4,-51.4892065184554,96,-51.4892065184554,384
5,-36.6488177358923,96,-36.6488177358923,480
6,-185.574994604332,96,-185.574994604332,576
