Episode,EpisodeReward,EpisodeSteps,AverageReward,GlobalStepCount
573,-17.5816829539715,96,-96.6309542326466,55008
574,-8.01019791917483,96,-74.808350035942,55104
575,-2.28325836769113,96,-47.9339167974364,55200
576,-72.0684243407237,96,-54.9007081119562,55296
577,-230.491678899054,96,-76.7500158557118,55392
578,-3.13434337817485,96,-76.5717209774496,55488
579,-15.9817482756325,96,-77.638563987518,55584
580,-1.85151487658735,96,-58.5711431667199,55680
581,-4.27215435880726,96,-35.703417387204,55776
582,-261.535538315235,96,-61.7210541685052,55872
583,-307.381412593896,96,-90.7010271324976,55968
584,-7.84203007791457,96,-90.6842103483716,56064
585,-9.66983088291759,96,-91.4228675998942,56160
586,-2.92451462961766,96,-84.5084766287836,56256
587,-1.20594405723641,96,-61.5799031446019,56352
588,-154.4223784544,96,-76.7087066522244,56448
589,-217.964111542037,96,-96.9069429788648,56544
590,-1.86617421362821,96,-96.9084089125689,56640
591,-19.7307177888565,96,-98.4542652555738,56736
592,-3.87252443345938,96,-72.6879638673962,56832
593,-1.28189416920938,96,-42.0780120249276,56928
594,-184.893588425216,96,-59.7831678596578,57024
595,-58.5198294393277,96,-64.6681677152988,57120
596,-2.34443698344012,96,-64.6101599506811,57216
597,-16.1830864236662,96,-66.107874187324,57312
598,-5.82617968292216,96,-51.2482543101763,57408
599,-1.23553019115264,96,-29.5753961750879,57504
600,-228.556000295447,96,-52.2443787832697,57600
